movieId,title,rating_count
100163,Hansel & Gretel: Witch Hunters (2013),260
2767,Illuminata (1998),260
70305,Race to Witch Mountain (2009),260
34164,Happy Endings (2005),260
2659,It Came from Hollywood (1982),260
1547,Shiloh (1997),259
5392,Bus Stop (1956),259
4401,Donovan's Reef (1963),259
91128,Rum Diary, The (2011),259
27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),259
54331,You Kill Me (2007),259
72741,Everybody's Fine (2009),259
3797,In Crowd, The (2000),259
27408,Ripley's Game (2002),259
73000,Nine (2009),258
6429,Winchester '73 (1950),258
6327,Decade Under the Influence, A (2003),258
6201,Lady Jane (1986),258
93512,Jeff, Who Lives at Home (2012),258
47725,Angel-A (2005),258
7124,Grass (1999),258
69140,Sweeney Todd (2006),258
26750,Quigley Down Under (1990),257
6478,Life and Times of Judge Roy Bean, The (1972),257
32582,Wild Parrots of Telegraph Hill, The (2003),257
4398,Speed Zone! (a.k.a. Cannonball Run III) (1989),257
102800,Frances Ha (2012),256
2031,Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971),256
6516,Anastasia (1956),256
114662,American Sniper (2014),256
6392,Man Called Horse, A (1970),256
66783,Friday the 13th (2009),256
87298,Everything Must Go (2010),256
5980,Black Christmas (1974),256
46337,Garfield: A Tail of Two Kitties (2006),256
26713,Days of Being Wild (A Fei jingjyuhn) (1990),256
3338,For All Mankind (1989),256
93040,Civil War, The (1990),256
5648,Ernest in the Army (1998),255
92509,Vow, The (2012),255
61246,Hamlet 2 (2008),255
105653,Escape Plan (2013),255
48061,Snoopy Come Home (1972),255
3903,Urbania (2000),255
27618,Sound of Thunder, A (2005),255
850,Cyclo (Xich lo) (1995),255
245,Glass Shield, The (1994),255
5372,Calamity Jane (1953),255
375,Safe Passage (1994),254
76091,Mother (Madeo) (2009),254
95201,To Rome with Love (2012),254
73587,Soul Kitchen (2009),254
2345,Desert Bloom (1986),254
4098,Dead, The (1987),254
32898,Trip to the Moon, A (Voyage dans la lune, Le) (1902),254
4266,Forsaken, The (2001),254
4919,Subway (1985),253
8379,Dresser, The (1983),253
1671,Deceiver (1997),253
66785,Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008),253
1613,Star Maps (1997),253
8923,Tess (1979),253
3974,Little Vampire, The (2000),253
93498,Game Change (2012),253
961,Little Lord Fauntleroy (1936),252
26151,Au Hasard Balthazar (1966),252
6158,Jungle Book 2, The (2003),252
26887,Langoliers, The (1995),252
430,Calendar Girl (1993),252
69746,Watchmen: Tales of the Black Freighter (2009),252
6222,Prozac Nation (2001),252
7165,Company, The (2003),252
5963,Children's Hour, The (1961),252
7238,Ashes and Diamonds (Popiól i diament) (1958),252
45361,American Haunting, An (2005),252
4610,January Man, The (1989),251
34552,Girl in the Café, The (2005),251
1696,Bent (1997),251
97225,Hotel Transylvania (2012),251
583,Dear Diary (Caro Diario) (1994),251
77421,Cyrus (2010),251
706,Sunset Park (1996),251
101285,Spring Breakers (2013),251
113573,Sin City: A Dame to Kill For (2014),251
7895,Bring Me the Head of Alfredo Garcia (1974),251
81535,Saw VII 3D - The Final Chapter (2010),251
3514,Joe Gould's Secret (2000),250
83480,Season of the Witch (2011),250
6480,Thoroughly Modern Millie (1967),250
2342,Hard Core Logo (1996),250
26524,Times of Harvey Milk, The (1984),250
4394,Beach Blanket Bingo (1965),250
25927,Stranger, The (1946),250
30883,Fat Albert (2004),250
4842,Dogs of War, The (1980),250
6549,How to Deal (2003),250
58191,Taxi to the Dark Side (2007),250
68941,Last House on the Left, The (2009),250
82463,Another Year (2010),250
26294,My Name Is Nobody (Il Mio nome è Nessuno) (1973),250
3808,Two Women (Ciociara, La) (1960),250
8264,Grey Gardens (1975),250
40962,Yours, Mine and Ours (2005),249
2286,Fiendish Plot of Dr. Fu Manchu, The (1980),249
8639,Clearing, The (2004),249
3518,End of Violence, The (1997),249
3144,Glass Bottom Boat, The (1966),249
50445,Hitcher, The (2007),249
4850,Spriggan (Supurigan) (1998),249
32840,Vincent (1982),249
3792,Duel in the Sun (1946),249
3645,Cleo from 5 to 7 (Cléo de 5 à 7) (1962),249
5422,Emperor's New Clothes, The (2001),249
1906,Mr. Jealousy (1997),249
46347,Metal: A Headbanger's Journey (2005),249
7725,On Deadly Ground (1994),249
3756,Golden Bowl, The (2000),249
58078,Air I Breathe, The (2007),248
4279,True Believer (1989),248
6581,Private Life of Sherlock Holmes, The (1970),248
45221,Stick It (2006),247
31435,Rory O'Shea Was Here (Inside I'm Dancing) (2004),247
114,Margaret's Museum (1995),247
4758,Soul Survivors (a.k.a. The Killer Cut) (2001),247
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),247
77667,MacGruber (2010),247
43869,Curious George (2006),247
7058,Life with Father (1947),247
1502,Kissed (1996),246
3587,Inferno (1980),246
2211,Secret Agent (1936),246
4772,Dinner Rush (2000),246
4164,Caveman's Valentine, The (2001),246
2765,Acid House, The (1998),246
1163,Mina Tannenbaum (1994),246
48678,Feast (2005),246
8459,Heiress, The (1949),246
8521,Dr. Jekyll and Mr. Hyde (1931),246
5675,Swept Away (2002),246
5745,Four Seasons, The (1981),246
4711,Theremin: An Electronic Odyssey (1993),246
7334,Front, The (1976),246
74868,Dorian Gray (2009),245
310,Rent-a-Kid (1995),245
6720,Kuffs (1992),245
3620,Myth of Fingerprints, The (1997),245
62553,Secret Life of Bees, The (2008),245
5443,Juwanna Mann (2002),245
4863,Female Trouble (1975),245
4256,Center of the World, The (2001),245
80185,GasLand (2010),245
71129,Green Lantern: First Flight (2009),245
44849,Renaissance (2006),245
5169,Scarlet Street (1945),245
1426,Zeus and Roxanne (1997),245
27563,Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001),244
6051,Harder They Come, The (1973),244
101895,42 (2013),244
7990,Rock 'N' Roll High School (1979),244
3884,Crew, The (2000),244
5721,Chosen, The (1981),244
7208,Dr. Jekyll and Mr. Hyde (1941),244
2744,Otello (1986),244
53921,Mighty Heart, A (2007),244
26163,Don't Look Back (1967),244
5435,Hombre (1967),244
52712,Invisible, The (2007),244
4181,Tapeheads (1988),244
4183,Unbelievable Truth, The (1989),244
4237,Gleaners & I, The (Les glaneurs et la glaneuse) (2000),244
298,Pushing Hands (Tui shou) (1992),244
31689,Inside Deep Throat (2005),244
50742,7 Plus Seven (1970),244
1565,Head Above Water (1996),244
1583,Simple Wish, A (1997),244
4441,Game of Death (1978),244
47254,Chaos (2005),244
4584,Dream a Little Dream (1989),244
8670,Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933),243
74152,Zach Galifianakis: Live at the Purple Onion (2006),243
27905,Casshern (2004),243
52460,Pathfinder (2007),243
6368,Cinemania (2002),243
26203,Colossus: The Forbin Project (1970),243
6935,Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003),243
33725,It's All Gone Pete Tong (2004),243
5521,Principal, The (1987),243
77837,You Don't Know Jack (2010),243
34198,Russian Dolls (Les poupées russes) (2005),243
3014,Bustin' Loose (1981),243
5023,Waterdance, The (1992),243
55167,Tekkonkinkreet (Tekkon kinkurîto) (2006),243
70208,Perfect Getaway, A (2009),242
6021,American Friend, The (Amerikanische Freund, Der) (1977),242
52717,Condemned, The (2007),242
1879,Hanging Garden, The (1997),242
7984,From Beyond (1986),242
27685,Bring It On Again (2004),242
99117,This Is 40 (2012),241
4977,Kandahar (Safar e Ghandehar) (2001),241
2652,Curse of Frankenstein, The (1957),241
26052,Pickpocket (1959),241
8405,Hour of the Wolf (Vargtimmen) (1968),241
97172,Frankenweenie (2012),241
57326,In the Name of the King: A Dungeon Siege Tale (2008),241
3496,Madame Sousatzka (1988),241
89030,Fright Night (2011),241
6735,Rose, The (1979),240
2465,Deadly Friend (1986),240
38600,Factotum (2005),240
26603,Prince of Darkness (1987),240
109848,Under the Skin (2013),240
57401,Cleaner (2007),240
88179,One Day (2011),240
71670,All About Steve (2009),240
2201,Paradine Case, The (1947),240
61255,Rocker, The (2008),240
8782,Thunderbirds (2004),240
83976,Trip, The (2010),240
4871,Focus (2001),239
6983,Jane Eyre (1944),239
2523,Rollercoaster (1977),239
8724,Leopard, The (Gattopardo, Il) (1963),239
73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),239
51037,Unknown (2006),239
993,Infinity (1996),239
7250,Out of Towners, The (1970),239
26513,Ice Pirates, The (1984),239
4175,Gray's Anatomy (1996),238
36397,Valiant (2005),238
984,Pompatus of Love, The (1996),238
6452,Long, Hot Summer, The (1958),238
3069,Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972),238
5883,They (2002),238
4081,Back to the Beach (1987),238
58627,Never Back Down (2008),238
91134,My Week with Marilyn (2011),238
2032,Barefoot Executive, The (1971),238
86293,Arthur (2011),237
4189,Greatest Story Ever Told, The (1965),237
2577,Metroland (1997),237
4617,Let It Ride (1989),237
104944,Short Term 12 (2013),237
4484,Camille Claudel (1988),237
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),237
56915,Water Horse: Legend of the Deep, The (2007),236
3673,Benji the Hunted (1987),236
1814,Price Above Rubies, A (1998),236
5951,Morvern Callar (2002),236
5692,Mechanic, The (1972),236
8811,Yu-Gi-Oh! (2004),236
27608,Immortel (ad vitam) (Immortal) (2004),236
26359,1900 (Novecento) (1976),236
49,When Night Is Falling (1995),236
93270,Project X (2012),236
2128,Safe Men (1998),236
4470,Ariel (1988),236
65577,Tale of Despereaux, The (2008),236
5352,The Big Sleep (1978),236
5238,Return of the Secaucus 7 (1980),236
50800,Messengers, The (2007),235
5140,Bad News Bears Go to Japan, The (1978),235
3284,They Might Be Giants (1971),235
6547,Northfork (2003),235
27434,Darkness (2002),235
6178,Patch of Blue, A (1965),235
50011,Bothersome Man, The (Brysomme mannen, Den) (2006),235
43652,Comedians of Comedy, The (2005),235
7365,Noi the Albino (Nói albinói) (2003),235
91325,Extremely Loud and Incredibly Close (2011),235
85796,Hobo with a Shotgun (2011),235
7372,Ned Kelly (2003),234
89087,Colombiana (2011),234
71619,Coco Before Chanel (Coco avant Chanel) (2009),234
2620,This Is My Father (1998),234
1529,Nowhere (1997),234
44225,Aquamarine (2006),234
33312,Cocoanuts, The (1929),234
732,Original Gangstas (1996),234
26686,Ghost Dad (1990),234
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),234
55955,Fred Claus (2007),234
957,Scarlet Letter, The (1926),234
2323,Cruise, The (1998),234
2562,Bandits (1997),234
49013,Santa Clause 3: The Escape Clause, The (2006),233
3133,Go West (1925),233
7944,Night of the Iguana, The (1964),233
8862,Criminal (2004),233
4414,X: The Man with the X-Ray Eyes (1963),233
5453,Lost in Yonkers (1993),233
7012,Mr. Destiny (1990),233
8270,Hairdresser's Husband, The (Le mari de la coiffeuse) (1990),233
69524,Raiders of the Lost Ark: The Adaptation (1989),233
3371,Bound for Glory (1976),233
3049,How I Won the War (1967),233
38388,Goal! The Dream Begins (Goal!) (2005),233
80864,You Will Meet a Tall Dark Stranger (2010),233
1038,Unhook the Stars (1996),233
1324,Amityville: Dollhouse (1996),232
5723,Continental Divide (1981),232
283,New Jersey Drive (1995),232
60516,Meet Dave (2008),232
73042,Alvin and the Chipmunks: The Squeakquel (2009),232
66090,Eden Lake (2008),232
45635,Notorious Bettie Page, The (2005),232
97188,Sinister (2012),232
78160,Ricky Gervais Live: Animals (2003),232
5397,Monkey Business (1952),232
4194,I Know Where I'm Going! (1945),232
3390,Shanghai Surprise (1986),231
5117,Funny Lady (1975),231
1473,Best Men (1997),231
6945,My Architect: A Son's Journey (2003),231
4113,Glass Menagerie, The (1987),231
60609,Death Note (2006),231
51927,Dead Silence (2007),231
1728,Winter Guest, The (1997),231
62439,My Best Friend's Girl (2008),231
5284,Crush (2001),230
108583,Fawlty Towers (1975-1979),230
6387,Once a Thief (Zong heng si hai) (1991),230
6883,Sylvia (2003),230
70984,Taking Woodstock (2009),230
1857,Real Blonde, The (1997),230
3329,Year My Voice Broke, The (1987),229
7453,New York Minute (2004),229
476,Inkwell, The (1994),229
6457,Sink the Bismark! (1960),229
72919,Did You Hear About the Morgans? (2009),229
3414,Love Is a Many-Splendored Thing (1955),229
1922,Whatever (1998),229
6984,Tale of Two Cities, A (1935),229
59594,War, Inc. (2008),229
5272,Time Out (L'emploi du temps) (2001),229
4331,Semi-Tough (1978),228
50003,DOA: Dead or Alive (2006),228
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),228
65225,Zeitgeist: Addendum (2008),228
89190,Conan the Barbarian (2011),228
6008,Son, The (Le fils) (2002),228
26094,Eclisse, L' (Eclipse) (1962),228
70862,It Might Get Loud (2008),228
2689,Get Bruce (1999),228
5168,Royal Wedding (1951),228
8765,This Gun for Hire (1942),228
4634,Penn & Teller Get Killed (1989),228
3021,Funhouse, The (1981),228
103883,2 Guns (2013),228
84942,Drive Angry (2011),228
5601,Yearling, The (1946),227
3311,Man from Laramie, The (1955),227
5141,Bad News Bears in Breaking Training, The (1977),227
77798,Nightmare on Elm Street, A (2010),227
2663,It Came from Beneath the Sea (1955),227
91842,Contraband (2012),227
6140,Tenebre (1982),227
8121,Seducing Doctor Lewis (Grande séduction, La) (2003),227
8015,Phantom Tollbooth, The (1970),227
71327,Bright Star (2009),226
4268,Town & Country (2001),226
57353,Flawless (2007),226
7617,Rooster Cogburn (1975),226
4360,There's No Business Like Show Business (1954),226
59220,Outsourced (2006),226
81191,Waiting for Superman (2010),226
137,Man of the Year (1995),226
67186,Haunting in Connecticut, The (2009),226
48161,Gridiron Gang (2006),226
5596,Spaced Invaders (1990),226
6886,Beyond Borders (2003),226
106491,47 Ronin (2013),226
4680,Vampire's Kiss (1989),226
53127,Bug (2007),225
34326,Last Days (2005),225
107771,Only Lovers Left Alive (2013),225
108188,Jack Ryan: Shadow Recruit (2014),225
62265,Accidental Husband, The (2009),225
6625,Camp Nowhere (1994),225
69458,Tyson (2008),225
66130,Chocolate (2008),225
55729,King of California (2007),225
93740,Salmon Fishing in the Yemen (2011),225
76763,Runaways, The (2010),225
6032,Little Romance, A (1979),225
104272,Blackfish (2013),225
27075,Addams Family Reunion (1998),224
38159,Short Film About Love, A (Krótki film o milosci) (1988),224
5022,Servant, The (1963),224
2653,Son of Dracula (1943),224
45382,Down in the Valley (2005),224
52606,Big Nothing (2006),224
7394,Those Magnificent Men in Their Flying Machines (1965),224
7061,Dark Victory (1939),224
1458,Touch (1997),224
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),223
5647,Ernest Goes to Africa (1997),223
2964,Julien Donkey-Boy (1999),223
561,Killer (Bulletproof Heart) (1994),223
82527,Barney's Version (2010),223
630,Carried Away (1996),223
5036,California Suite (1978),223
2667,Mole People, The (1956),223
447,Favor, The (1994),223
4111,Gardens of Stone (1987),223
5423,Gangster No. 1 (2000),223
72131,Michael Jackson's This Is It (2009),223
5947,Evelyn (2002),222
6506,Fulltime Killer (Chuen jik sat sau) (2001),222
1117,Eighth Day, The (Huitième jour, Le) (1996),222
997,Caught (1996),222
3663,Puppet Master 4 (1993),222
7489,Nasty Girl, The (schreckliche Mädchen, Das) (1990),222
102033,Pain & Gain (2013),222
8119,Crossroads (1986),222
8291,Agatha Christie's 'Ten Little Indians' (Ten Little Indians) (And Then There Were None) (1965),222
55250,Game Plan, The (2007),222
4283,Fellini's Roma (Roma) (1972),222
27338,Hole, The (2001),222
8918,Eulogy (2004),222
7930,People Under the Stairs, The (1991),221
4065,Foxy Brown (1974),221
77,Nico Icon (1995),221
7199,Melvin Goes to Dinner (2003),221
6851,Gas, Food, Lodging (1992),221
3043,Meatballs 4 (1992),221
7307,Flesh & Blood (1985),221
831,Stonewall (1995),221
95720,Watch, The (2012),220
111622,Begin Again (2013),220
5193,Jazz Singer, The (1980),220
570,Slingshot, The (Kådisbellan) (1993),220
73808,Chaser, The (Chugyeogja) (2008),220
6896,Shoah (1985),220
3716,Fatal Beauty (1987),219
6849,Scrooge (1970),219
60941,Midnight Meat Train, The (2008),219
7078,Jezebel (1938),219
5990,Pinocchio (2002),219
81257,In a Better World (Hævnen) (2010),219
5581,Betsy's Wedding (1990),219
4996,Little Otik (Otesánek) (2000),219
3965,Strange Love of Martha Ivers, The (1946),219
7759,Nostalghia (1983),219
4347,Divided We Fall (Musíme si pomáhat) (2000),219
6325,Real Cancun, The (2003),219
5817,Ararat (2002),219
4393,Another Woman (1988),219
83086,Burlesque (2010),219
32469,We're No Angels (1955),219
1493,Love and Other Catastrophes (1996),219
65882,Uninvited, The (2009),218
3731,Cutter's Way (1981),218
5373,Cranes Are Flying, The (Letyat zhuravli) (1957),218
5829,Men with Brooms (2002),218
5898,Sword and the Sorcerer, The (1982),218
6228,Talk of the Town, The (1942),218
6410,Car Wash (1976),218
7260,Latter Days (2003),218
7891,Last Man on Earth, The (Ultimo uomo della Terra, L') (1964),218
8933,Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986),218
27441,Blood: The Last Vampire (2000),218
32300,D.E.B.S. (2004),218
77201,Valhalla Rising (2009),218
84637,Gnomeo & Juliet (2011),218
101088,Stoker (2013),218
103075,Purge, The (2013),218
104337,Lee Daniels' The Butler (2013),218
65418,Wendy and Lucy (2008),217
5001,Sahara (1943),217
3951,Two Family House (2000),217
1812,Wide Awake (1998),217
101025,Jack the Giant Slayer (2013),217
1767,Music From Another Room (1998),217
3393,Date with an Angel (1987),217
4633,Parents (1989),217
66798,Pink Panther 2, The (2009),217
85179,Summer Wars (Samâ wôzu) (2009),217
26947,Pusher (1996),217
84395,Rite, The (2011),216
100556,Act of Killing, The (2012),216
6375,Gigantic (A Tale of Two Johns) (2002),216
33677,Rock School (2005),216
4927,Last Wave, The (1977),216
79897,Get Low (2009),216
7832,Thin Man Goes Home, The (1945),216
64501,Che: Part Two (2008),216
89343,Red State (2011),216
26476,Merry Christmas Mr. Lawrence (1983),216
99910,Last Stand, The (2013),216
4352,Shag (1989),216
1563,Dream With the Fishes (1997),216
4433,Written on the Wind (1956),216
37855,Prize Winner of Defiance Ohio, The (2005),216
757,Ashes of Time (Dung che sai duk) (1994),216
2227,Lodger: A Story of the London Fog, The (1927),216
99917,Upstream Color (2013),216
47264,Barnyard: The Original Party Animals (2006),215
6233,Born Yesterday (1993),215
101741,Trance (2013),215
45074,Wild, The (2006),215
2103,Tall Tale (1995),215
5311,Watcher in the Woods, The (1980),215
7114,Collector, The (1965),215
5199,Long Riders, The (1980),215
110501,The Raid 2: Berandal (2014),215
8848,Vitelloni, I (a.k.a. The Young and the Passionate) (1953),215
4100,Disorderlies (1987),215
5231,Road to Morocco (1942),215
25999,Wild One, The (1953),215
4620,Lock Up (1989),215
3870,Our Town (1940),214
3714,Clara's Heart (1988),214
8334,Cowboys, The (1972),214
4122,Ironweed (1987),214
80241,Going the Distance (2010),214
58425,Heima (2007),214
74508,Persuasion (2007),214
90469,Paranormal Activity 3 (2011),214
5390,CQ (2001),214
8982,I Am David (2003),214
90,Journey of August King, The (1995),214
8946,Surviving Christmas (2004),214
5773,Neighbors (1981),214
4206,Mighty Quinn, The (1989),214
27871,Something the Lord Made (2004),214
7915,Samurai Fiction (SF: Episode One) (1998),214
61394,Onion Movie, The (2008),214
2164,Surf Nazis Must Die (1987),213
3434,Death Wish 5: The Face of Death (1994),213
95858,For the Birds (2000),213
7933,Night in Casablanca, A (1946),213
65868,Repo! The Genetic Opera (2008),213
103539,The Spectacular Now (2013),213
93272,Dr. Seuss' The Lorax (2012),213
100390,Identity Thief (2013),213
4242,Beautiful Creatures (2000),213
3664,Puppet Master 5: The Final Chapter (1994),213
4652,Return of Swamp Thing, The (1989),213
84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),212
2557,I Stand Alone (Seul contre tous) (1998),212
1053,Normal Life (1996),212
2055,Hot Lead and Cold Feet (1978),212
7136,Stolen Kisses (Baisers volés) (1968),212
2873,Lulu on the Bridge (1998),212
95761,Killer Joe (2011),212
3605,King Creole (1958),212
84847,Emma (2009),212
3674,For the Love of Benji (1977),212
42094,Spirit of the Beehive, The (Espíritu de la colmena, El) (1973),211
8661,How the West Was Won (1962),211
68536,Stanley Kubrick: A Life in Pictures (2001),211
43556,Annapolis (2006),211
26688,Hard to Kill (1990),211
27391,Laramie Project, The (2002),211
5684,Naqoyqatsi (2002),211
4325,Night, The (Notte, La) (1960),211
8578,Undead (2003),211
8919,P.S. (2004),211
5118,Heartbreak Kid, The (1972),211
74944,Brooklyn's Finest (2010),211
7704,Delta Force, The (1986),211
981,Dangerous Ground (1997),211
3491,My Chauffeur (1986),211
26694,Ju Dou (1990),211
3838,Phantasm III: Lord of the Dead (1994),210
60816,Colour of Magic, The (Terry Pratchett's The Colour of Magic) (2008),210
854,Ballad of Narayama, The (Narayama Bushiko) (1958),210
8751,Gun Crazy (a.k.a. Deadly Is the Female) (1949),210
2756,Wanted: Dead or Alive (1987),210
82854,Gulliver's Travels (2010),210
2086,One Magic Christmas (1985),210
7951,Nightbreed (1990),210
7054,Little Women (1949),210
5526,Isle, The (Seom) (2000),210
3343,And God Created Woman (1988),210
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),210
1662,Gang Related (1997),209
8859,SuperBabies: Baby Geniuses 2 (2004),209
5427,Caveman (1981),209
26349,Night Moves (1975),209
7620,Monster in a Box (1992),209
7896,Ride the High Country (1962),209
4323,Horse Soldiers, The (1959),209
6809,Tightrope (1984),209
2913,Mating Habits of the Earthbound Human, The (1999),209
27376,Tunnel, The (Tunnel, Der) (2001),209
4425,Howling III: The Marsupials (1987),208
6672,War Photographer (2001),208
51418,Breaking and Entering (2006),208
98585,Hitchcock (2012),208
807,Rendezvous in Paris (Rendez-vous de Paris, Les) (1995),208
33779,Eddie Izzard: Dress to Kill (1999),208
93563,Lockout (2012),208
7074,Navigator, The (1924),208
26838,Snapper, The (1993),208
2758,Plenty (1985),208
3588,King of Marvin Gardens, The (1972),208
2305,Slam (1998),207
2646,House of Dracula (1945),207
89047,Hesher (2010),207
6067,Ordinary Decent Criminal (2000),207
1123,Perfect Candidate, A (1996),207
6022,American Me (1992),207
106441,Book Thief, The (2013),207
1585,Love Serenade (1996),207
1335,Blood Beach (1981),207
90403,Three Musketeers, The (2011),207
4561,Waxwork (1988),207
25891,Heaven Can Wait (1943),207
4119,Housekeeping (1987),207
66200,Two Lovers (2008),206
7416,Sunshine Boys, The (1975),206
93443,Goon (2011),206
4893,When a Stranger Calls (1979),206
8188,Sansho the Bailiff (Sanshô dayû) (1954),206
55687,My Kid Could Paint That (2007),206
4840,Last Metro, The (Dernier métro, Le) (1980),206
32025,Walk on Water (2004),206
39307,Dreamer: Inspired by a True Story (2005),206
1933,Life of Emile Zola, The (1937),206
8911,Raise Your Voice (2004),205
3239,Isn't She Great? (2000),205
85354,Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),205
97866,Imposter, The (2012),205
49528,Turistas (2006),205
6123,Sunless (Sans Soleil) (1983),205
3970,Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981),205
25828,Petrified Forest, The (1936),205
98491,Paperman (2012),205
1770,B. Monkey (1998),205
573,Ciao, Professore! (Io speriamo che me la cavo) (1992),205
72165,Cirque du Freak: The Vampire's Assistant (2009),205
3691,Private School (1983),205
7562,Dobermann (1997),204
47261,Night Listener, The (2006),204
4663,She's Out of Control (1989),204
6204,Meteor Man, The (1993),204
2049,Happiest Millionaire, The (1967),204
70361,12 Rounds (2009),204
6525,Nuts (1987),204
5353,Butterflies Are Free (1972),203
7095,Looking for Mr. Goodbar (1977),203
38095,Bittersweet Life, A (Dalkomhan insaeng) (2005),203
44731,Stay Alive (2006),203
72209,Astro Boy (2009),203
462,Good Man in Africa, A (1994),203
65612,Castaway (1986),203
51174,Factory Girl (2006),203
834,Phat Beach (1996),203
8894,Orca: The Killer Whale (1977),203
3886,Steal This Movie! (2000),203
6454,Music Box (1989),203
37477,Man, The (2005),203
1000,Curdled (1996),203
4504,Feds (1988),203
6077,Evil Under the Sun (1982),203
90522,Johnny English Reborn (2011),203
46772,Strangers with Candy (2005),203
571,Wedding Gift, The (1994),203
2307,One Tough Cop (1998),202
3183,Third Miracle, The (1999),202
7883,I Walked with a Zombie (1943),202
7879,Notorious C.H.O. (2002),202
51694,Starter for 10 (2006),202
2992,Rawhead Rex (1986),202
96691,Resident Evil: Retribution (2012),202
2158,Henry: Portrait of a Serial Killer, Part 2 (1998),202
6684,Death in Venice (Morte a Venezia) (1971),202
8609,Our Hospitality (1923),202
5993,Max (2002),202
71823,New York, I Love You (2009),202
1825,Player's Club, The (1998),202
6995,Hercules in New York (1970),202
101076,G.I. Joe: Retaliation (2013),202
1508,Traveller (1997),202
3885,Love & Sex (2000),202
4645,Cure (1997),202
1168,Bad Moon (1996),201
3375,Destination Moon (1950),201
4852,Bones (2001),201
5170,All About the Benjamins (2002),201
389,Colonel Chabert, Le (1994),201
3820,Thomas and the Magic Railroad (2000),201
25954,Orpheus (Orphée) (1950),201
7636,Raising Cain (1992),201
105211,Enough Said (2013),201
74750,[REC]² (2009),201
8738,Woman Is a Woman, A (femme est une femme, Une) (1961),200
6481,Where the Heart Is (1990),200
1695,Artemisia (1997),200
1430,Underworld (1996),200
26578,Sacrifice, The (Offret - Sacraficatio) (1986),200
59026,99 francs (2007),200
48596,Marine, The (2006),200
103306,Europa Report (2013),200
3110,Country (1984),200
25868,Ball of Fire (1941),200
26064,Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960),200
25773,Little Caesar (1931),200
58972,Nim's Island (2008),200
46559,Road to Guantanamo, The (2006),199
6094,Liquid Sky (1982),199
54734,Sydney White (2007),199
4615,Last Exit to Brooklyn (1989),199
3982,What's Cooking? (2000),199
5598,Surf Ninjas (1993),199
82534,Company Men, The (2010),199
7442,Young Adam (2003),199
5914,Vernon, Florida (1981),199
8574,Claymation Christmas Celebration, A (1987),199
5808,Weight of Water, The (2000),199
78729,24: Redemption (2008),199
57223,D-War (Dragon Wars) (2007),199
5734,Faces of Death 2 (1981),199
5075,Waydowntown (2000),199
2849,Queens Logic (1991),199
108727,Nymphomaniac: Volume I (2013),198
4987,Spacehunter: Adventures in the Forbidden Zone (1983),198
3403,Raise the Titanic (1980),198
6730,Convoy (1978),198
8494,Cincinnati Kid, The (1965),198
26122,Onibaba (1964),198
32554,Memories (Memorîzu) (1995),198
7029,Rabid (1977),198
53002,Georgia Rule (2007),198
2441,Hi-Lo Country, The (1998),198
8955,Undertow (2004),197
4458,Africa: The Serengeti (1994),197
82744,Faster (2010),197
26965,Boxer, The (1997),197
111743,Million Ways to Die in the West, A (2014),197
5456,Wagons East (1994),197
86290,American: The Bill Hicks Story (2009),197
6784,Song Remains the Same, The (1976),197
7037,High Heels (Tacones lejanos) (1991),197
8618,Johnny Guitar (1954),197
3367,Devil's Brigade, The (1968),196
91079,Like Crazy (2011),196
92938,Ghost Rider: Spirit of Vengeance (2012),196
32657,Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987),196
4822,Max Keeble's Big Move (2001),196
78467,Jonah Hex (2010),196
4630,No Holds Barred (1989),196
87522,Larry Crowne (2011),196
4627,Miss Firecracker (1989),195
8196,Beyond the Valley of the Dolls (1970),195
8695,Bachelor and the Bobby-Soxer, The (1947),195
86817,Something Borrowed (2011),195
97870,Sessions, The (Surrogate, The) (2012),195
6320,Scenes from a Mall (1991),195
2494,Last Days, The (1998),195
36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),195
25937,Easter Parade (1948),195
31700,Because of Winn-Dixie (2005),195
7051,What's New, Pussycat (1965),195
