genres,count
Adventure|Animation|Drama|Fantasy|Musical|Romance,1
Animation|Documentary|Drama|Fantasy,1
Animation|Documentary|Drama|War,1
Animation|Documentary|War,1
Adventure|Animation|Comedy|Western,1
Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,1
Animation|Drama|Fantasy|Mystery,1
Animation|Drama|Musical,1
Fantasy|Romance|Thriller|IMAX,1
Adventure|Animation|Comedy|Fantasy|Musical|Romance,1
Action|Adventure|Comedy|Sci-Fi|IMAX,1
Animation|Drama|Romance|Sci-Fi|War,1
Animation|Drama|Romance|War,1
Animation|Drama|Sci-Fi|IMAX,1
Animation|Drama|Sci-Fi|War,1
Adventure|Animation|Comedy|Fantasy|Musical,1
Adventure|Animation|Comedy|Fantasy|IMAX,1
Animation|Fantasy|Horror,1
Sci-Fi|Thriller|War,1
Animation|Fantasy|Musical,1
Animation|Fantasy|Musical|IMAX,1
Animation|Fantasy|Musical|Sci-Fi,1
Action|Adventure|Comedy|Romance|War,1
Animation|Fantasy|Sci-Fi,1
Animation|Fantasy|Sci-Fi|Thriller,1
Animation|Fantasy|Sci-Fi|War,1
Film-Noir|Horror,1
Adventure|Animation|Comedy|Crime,1
Animation|Horror|IMAX,1
Animation|Horror|Mystery|Thriller,1
Animation|Horror|Sci-Fi,1
Adventure|Animation|Children|Western,1
Animation|Musical|Romance,1
Animation|Mystery|Sci-Fi,1
Animation|Mystery|Thriller,1
Animation|Romance,1
Animation|Romance|Sci-Fi,1
Adventure|Animation|Children|Sci-Fi|IMAX,1
Animation|Sci-Fi|IMAX,1
Film-Noir|Horror|Mystery|Thriller,1
Adventure|Animation|Children|Romance|Sci-Fi,1
Adventure|Animation|Children|Musical|Western,1
Adventure|Animation|Children|Musical|Romance,1
Children|Comedy|Crime|Drama,1
Children|Comedy|Crime|Drama|Fantasy,1
Children|Comedy|Crime|Musical,1
Adventure|Animation|Children|IMAX,1
Sci-Fi|Thriller|Western,1
Adventure|Animation|Children|Fantasy|Sci-Fi,1
Children|Comedy|Drama|Musical|Romance,1
Children|Comedy|Drama|Mystery,1
Adventure|Animation|Children|Fantasy|Mystery|Sci-Fi,1
Sci-Fi|Western,1
Adventure|Animation|Children|Fantasy|Mystery,1
Adventure|Animation|Children|Fantasy|Musical|Sci-Fi,1
Film-Noir|Mystery|Romance|Thriller,1
Children|Comedy|Horror,1
Adventure|Animation|Children|Drama|Sci-Fi,1
Action|Adventure|Comedy|Musical|Romance|Thriller,1
Adventure|Animation|Children|Drama|Musical|IMAX,1
Adventure|Animation|Children|Drama|Musical,1
Children|Comedy|Romance|Sci-Fi,1
Adventure|Animation|Children|Crime|Drama,1
Film-Noir|Romance|Thriller,1
Action|Adventure|Comedy|Horror,1
Film-Noir|Thriller|War,1
Children|Documentary|Drama,1
Children|Documentary|IMAX,1
Adventure|Animation|Children|Comedy|Romance,1
Adventure|Animation|Children|Comedy|Mystery,1
Children|Drama|Fantasy|Musical,1
Children|Drama|Fantasy|Musical|Romance,1
Children|Drama|Fantasy|Mystery,1
Children|Drama|Fantasy|Mystery|Thriller,1
Children|Drama|Fantasy|Sci-Fi,1
Children|Drama|Musical,1
Children|Drama|Mystery,1
Adventure|Animation|Children|Comedy|Musical|Romance,1
Action|Adventure|Comedy|Fantasy|Sci-Fi,1
Children|Drama|Thriller,1
Children|Drama|War,1
Adventure|Animation|Children|Comedy|Fantasy|War,1
Children|Fantasy|Horror|Romance,1
Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,1
Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,1
Children|Fantasy|Romance,1
Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1
Children|Horror,1
Children|Horror|Mystery|Thriller,1
Children|Horror|Sci-Fi,1
Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,1
Action|Adventure|Comedy|Fantasy|Mystery,1
Horror|Musical|Thriller,1
Children|Musical|Sci-Fi,1
Children|Mystery,1
Children|Mystery|Sci-Fi,1
Children|Romance,1
Adventure|Animation|Children|Comedy|Fantasy|Musical,1
Action|Adventure|Comedy|Fantasy|Horror,1
Horror|Mystery|Romance,1
Adventure|Animation|Children|Comedy|Drama|Romance,1
Comedy|Crime|Documentary,1
Adventure|Animation|Children|Comedy|Drama|Musical|Romance,1
Comedy|Crime|Drama|Fantasy,1
Comedy|Crime|Drama|Film-Noir|Musical,1
Comedy|Crime|Drama|Film-Noir|Thriller,1
Comedy|Crime|Drama|Horror,1
Comedy|Crime|Drama|Horror|Mystery,1
Comedy|Crime|Drama|Horror|Mystery|Romance|Thriller,1
Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance,1
Comedy|Crime|Drama|Musical|Mystery|Romance,1
Comedy|Crime|Drama|Musical|Romance,1
Adventure|Animation|Children|Comedy|Drama,1
Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1
Adventure|Animation|Children|Comedy|Crime,1
Action|Sci-Fi|Thriller|Western|IMAX,1
Horror|Mystery|Romance|Sci-Fi,1
Comedy|Crime|Drama|Sci-Fi|Thriller,1
Action|Romance|War|Western,1
Action|Adventure|Comedy|Drama|Romance|War,1
Action|Adventure|Comedy|Drama|Romance|Thriller,1
Action|Adventure|Comedy|Drama|Mystery|Romance|Thriller,1
Comedy|Crime|Film-Noir,1
Comedy|Crime|Film-Noir|Mystery|Romance|Thriller,1
Action|Romance|War,1
Action|Mystery|Sci-Fi|Thriller,1
Action|Mystery|Romance|Western,1
Action|Mystery|Romance,1
Comedy|Crime|Musical|Mystery,1
Action|Musical|Sci-Fi,1
Action|Musical|Romance,1
Comedy|Crime|Mystery|Romance|Thriller,1
Action|Musical|IMAX,1
Action|IMAX,1
Action|Adventure|Comedy|Drama|Fantasy|Thriller,1
Action|Horror|Sci-Fi|Western,1
Comedy|Crime|Western,1
Action|Horror|Sci-Fi|War|Western,1
Action|Horror|Sci-Fi|War,1
Comedy|Documentary|Drama|Romance,1
Comedy|Documentary|Horror,1
Action|Horror|Mystery,1
Action|Horror|Musical,1
Comedy|Documentary|War,1
Action|Film-Noir|Thriller,1
Action|Film-Noir|Sci-Fi|Thriller,1
Comedy|Drama|Fantasy|Horror,1
Action|Adventure|Comedy|Documentary|Fantasy,1
Action|Adventure|Comedy|Crime|Thriller|War,1
Action|Film-Noir|Sci-Fi,1
Action|Adventure|Comedy|Crime|Sci-Fi,1
Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,1
Action|Fantasy|War|IMAX,1
Comedy|Drama|Fantasy|Romance|Thriller,1
Action|Fantasy|Thriller|IMAX,1
Comedy|Drama|Film-Noir,1
Comedy|Drama|Film-Noir|Romance,1
Action|Fantasy|Sci-Fi|Thriller|War,1
Comedy|Drama|Horror|Romance,1
Comedy|Drama|Horror|Romance|Thriller,1
Action|Fantasy|Sci-Fi|Thriller,1
Action|Adventure|Comedy|Crime|Romance|Thriller,1
Action|Fantasy|Mystery|Sci-Fi|Thriller,1
Action|Fantasy|Horror|Sci-Fi|Thriller,1
Comedy|Drama|Musical|IMAX,1
Horror|Sci-Fi|Thriller|War,1
Action|Fantasy|Horror|Romance,1
Comedy|Drama|Musical|Romance|War,1
Comedy|Drama|Musical|Sci-Fi,1
Action|Fantasy|Horror|Mystery|Thriller,1
Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1
Comedy|Drama|Mystery|Romance|Thriller,1
Comedy|Drama|Mystery|Sci-Fi|Thriller,1
Action|Drama|Sci-Fi|War,1
Action|Drama|Mystery|Thriller|War,1
Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,1
Action|Drama|Mystery|Sci-Fi,1
Action|Drama|Mystery|Romance|Thriller,1
Action|Adventure|Comedy|Crime|Mystery|Thriller,1
Action|Drama|Mystery|Romance|Sci-Fi,1
Comedy|Drama|Sci-Fi|Thriller,1
Comedy|Drama|Sci-Fi|War,1
Action|Drama|Musical|War,1
Action|Drama|Musical|Romance,1
Action|Drama|Musical,1
Action|Drama|IMAX,1
Action|Drama|Horror|Sci-Fi,1
Comedy|Fantasy|Horror|Musical|Thriller,1
Comedy|Fantasy|Horror|Romance,1
Comedy|Fantasy|Horror|Sci-Fi,1
Comedy|Fantasy|Horror|Sci-Fi|Thriller,1
Horror|Thriller|IMAX,1
Action|Drama|Horror|Romance|Sci-Fi,1
Comedy|Fantasy|Musical|Mystery,1
Action|Drama|Horror|IMAX,1
Action|Drama|Fantasy|War,1
Comedy|Fantasy|Mystery|Romance,1
Comedy|Fantasy|Mystery|Sci-Fi,1
Action|Drama|Fantasy|Sci-Fi,1
Comedy|Fantasy|Romance|Sci-Fi,1
Comedy|Fantasy|Romance|Thriller,1
Action|Drama|Fantasy|Romance,1
Action|Drama|Fantasy|Horror|Thriller|War,1
Comedy|Film-Noir|Thriller,1
Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1
Comedy|Horror|IMAX,1
Action|Documentary|Drama|War,1
Comedy|Horror|Musical|Mystery|Romance,1
Horror|Thriller|War,1
Comedy|Horror|Musical|Western,1
Action|Documentary|Drama|Thriller,1
Action|Documentary|Drama|Romance|War,1
Action|Documentary|Drama,1
Action|Crime|Thriller|Western,1
Comedy|Horror|Romance|Sci-Fi,1
Comedy|Horror|Romance|Thriller,1
Action|Crime|Thriller|War,1
Action|Crime|Sci-Fi|IMAX,1
Action|Crime|Mystery|Romance|Sci-Fi|Thriller,1
Action|Crime|Musical|Romance,1
Comedy|Musical|Mystery|Thriller,1
Action|Crime|Musical,1
Comedy|Musical|Romance|War,1
Action|Adventure|Comedy|Crime|Fantasy,1
Action|Crime|IMAX,1
Comedy|Musical|Sci-Fi|Western,1
Action|Adventure|Comedy|Crime|Drama|Thriller,1
Action|Crime|Horror|Thriller,1
Action|Crime|Horror|Sci-Fi|Thriller,1
Action|Crime|Horror|Sci-Fi,1
Comedy|Mystery|Romance|Thriller,1
Comedy|Mystery|Romance|Western,1
Comedy|Mystery|Sci-Fi,1
Action|Crime|Horror|Mystery|Thriller,1
Action|Adventure|Animation|Children|Comedy|Western,1
Action|Crime|Film-Noir|Mystery|Thriller,1
Horror|War|Western,1
Action|Crime|Fantasy|Thriller,1
Comedy|Romance|Thriller|Western,1
Action|Crime|Fantasy|Sci-Fi|Thriller,1
Action|Crime|Drama|Western,1
Action|Crime|Drama|Thriller|War,1
Action|Crime|Drama|Thriller|IMAX,1
Action|Crime|Drama|Romance|Western,1
Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1
Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1
Action|Crime|Drama|Film-Noir|Thriller,1
Action|Crime|Drama|Film-Noir,1
Action|Crime|Drama|Fantasy|Romance,1
Action|Comedy|Thriller|Western,1
Crime|Documentary|Drama|War,1
Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,1
IMAX,1
Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX,1
Action|Adventure|Comedy|Crime|Drama,1
Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1
Crime|Drama|Fantasy|Horror|Thriller,1
Crime|Drama|Fantasy|Mystery|Thriller,1
Crime|Drama|Fantasy|Romance|Thriller,1
Crime|Drama|Fantasy|Thriller,1
Action|Comedy|Sci-Fi|Western,1
Action|Comedy|Sci-Fi|Thriller,1
Crime|Drama|Film-Noir|Mystery|Romance,1
Action|Comedy|Sci-Fi|IMAX,1
Action|Comedy|Romance|Sci-Fi,1
Action|Comedy|Mystery|Thriller,1
Action|Comedy|Mystery|Romance,1
Action|Comedy|Musical|Sci-Fi,1
Crime|Drama|Horror|Musical,1
Action|Adventure|Children|Fantasy|Mystery|Thriller,1
Action|Comedy|Musical|Romance,1
Crime|Drama|Horror|Sci-Fi,1
Action|Comedy|IMAX,1
Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi,1
Crime|Drama|Musical|Romance,1
Crime|Drama|Musical|Thriller,1
Action|Comedy|Horror|Sci-Fi|Thriller|Western,1
Action|Adventure|Animation|Comedy|Crime|Mystery,1
Action|Comedy|Horror|Sci-Fi|Thriller,1
Crime|Drama|Mystery|Sci-Fi,1
Action|Comedy|Horror|Romance|Sci-Fi,1
Action|Adventure|Children|Drama,1
Action|Comedy|Horror|Romance,1
Action|Comedy|Horror|Musical,1
Crime|Drama|Romance|War,1
Action|Comedy|Film-Noir|Musical|Sci-Fi,1
Action|Comedy|Fantasy|Thriller,1
Action|Comedy|Fantasy|Romance,1
Crime|Drama|Thriller|Western,1
Action|Comedy|Fantasy|Musical|Romance,1
Action|Comedy|Fantasy|IMAX,1
Crime|Fantasy|Film-Noir|Thriller,1
Crime|Fantasy|Horror,1
Action|Comedy|Fantasy|Horror|Thriller,1
Crime|Film-Noir|Horror|Romance|Thriller,1
Action|Comedy|Drama|War,1
Crime|Film-Noir|Mystery|Romance,1
Musical|War,1
Action|Comedy|Drama|Thriller|War,1
Crime|Film-Noir|Romance,1
Action|Comedy|Drama|Romance|War,1
Action|Comedy|Drama|Horror|Thriller,1
Action|Comedy|Drama|Horror|Romance,1
Crime|Horror|Mystery|Romance|Thriller,1
Action|Adventure|Children|Crime|Mystery|Thriller,1
Crime|Horror|Mystery|Sci-Fi|Thriller,1
Action|Comedy|Drama|Horror,1
Crime|Horror|Romance,1
Action|Comedy|Drama|Fantasy|Sci-Fi|IMAX,1
Action|Comedy|Drama|Fantasy|Mystery|Sci-Fi|War,1
Action|Adventure|Children|Comedy|Mystery,1
Action|Comedy|Documentary|Drama,1
Crime|Mystery|Romance,1
Action|Comedy|Crime|Western,1
Crime|Mystery|Sci-Fi|Thriller,1
Action|Comedy|Crime|Romance|Thriller,1
Crime|Mystery|War,1
Mystery|Romance,1
Action|Comedy|Crime|Mystery|Thriller,1
Mystery|Romance|Sci-Fi,1
Mystery|Romance|Sci-Fi|Thriller,1
Action|Comedy|Crime|Mystery,1
Crime|Thriller|War,1
Action|Adventure|Children|Comedy|Crime,1
Action|Comedy|Crime|Horror|Thriller,1
Action|Adventure|Animation|Children|Comedy|Romance,1
Action|Comedy|Crime|Fantasy|Thriller|IMAX,1
Action|Comedy|Crime|Fantasy|Thriller,1
Documentary|Drama|Mystery,1
Action|Comedy|Crime|Drama|War,1
Action|Comedy|Crime|Drama|Sci-Fi,1
Action|Comedy|Crime|Drama|Romance,1
Action|Comedy|Crime|Drama|Mystery,1
Action|Comedy|Crime|Drama|Musical|Thriller,1
Action|Comedy|Crime|Drama|Musical|Romance,1
Documentary|Horror|Thriller,1
Documentary|Horror|War,1
Action|Comedy|Crime|Drama|Horror|Thriller,1
Action|Children|Sci-Fi|IMAX,1
Action|Children|Romance,1
Documentary|Musical|War,1
Action|Children|Fantasy|Sci-Fi,1
Action|Children|Fantasy|Musical,1
Documentary|Romance|War,1
Action|Children|Comedy|Romance,1
Action|Children|Comedy|Mystery,1
Action|Children|Comedy|Fantasy|Sci-Fi,1
Documentary|Western,1
Action|Adventure|Animation|Comedy|Fantasy,1
Action|Children|Comedy|Fantasy,1
Drama|Fantasy|Film-Noir|Mystery|Romance|War,1
Action|Animation|Sci-Fi|Western,1
Action|Adventure|Animation|Sci-Fi|Thriller,1
Drama|Fantasy|Horror|Mystery|Romance,1
Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1
Action|Animation|Sci-Fi|Thriller,1
Action|Animation|Mystery|Sci-Fi,1
Drama|Fantasy|Horror|Romance|Thriller,1
Drama|Fantasy|Horror|Sci-Fi,1
Drama|Fantasy|Horror|Sci-Fi|Thriller,1
Action|Animation|Mystery|IMAX,1
Drama|Fantasy|Horror|Thriller|War,1
Action|Animation|Horror|Thriller,1
Drama|Fantasy|Musical|Mystery|Sci-Fi,1
Action|Animation|Horror|Sci-Fi|Thriller,1
Action|Animation|Film-Noir|Sci-Fi|Thriller,1
Action|Animation|Fantasy|Sci-Fi,1
Drama|Fantasy|Mystery|Romance|Sci-Fi,1
Drama|Fantasy|Mystery|Romance|Thriller,1
Action|Adventure|Animation|Mystery|Sci-Fi,1
Mystery|Sci-Fi|Thriller|IMAX,1
Action|Animation|Fantasy|IMAX,1
Action|Animation|Drama|Sci-Fi|Thriller,1
Action|Animation|Drama|Fantasy|Sci-Fi,1
Drama|Fantasy|Romance|War,1
Action|Animation|Crime|Thriller,1
Drama|Fantasy|Sci-Fi|Thriller,1
Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,1
Drama|Fantasy|Thriller|War,1
Action|Animation|Comedy|Sci-Fi|Western,1
Action|Animation|Comedy|Romance|Sci-Fi,1
Drama|Film-Noir|Horror|Mystery,1
Drama|Film-Noir|Musical,1
Drama|Film-Noir|Musical|Thriller,1
Action|Animation|Comedy|Romance,1
Action|Animation|Comedy|Horror|Thriller,1
Drama|Film-Noir|Mystery|Romance|Sci-Fi,1
Action|Animation|Comedy|Drama|Fantasy,1
Action|Animation|Comedy|Crime|Drama|Romance|Thriller,1
Action|Adventure|Animation|Horror|Sci-Fi,1
Action|Animation|Children|Fantasy|Sci-Fi,1
Drama|Film-Noir|War,1
Action|Animation|Children|Fantasy,1
Drama|Horror|Musical,1
Mystery|Thriller|War,1
Action|Animation|Children|Comedy|Sci-Fi|IMAX,1
Action|Animation|Children|Comedy|Musical,1
Action|Animation|Children|Comedy|IMAX,1
Action|Animation|Children|Comedy|Fantasy,1
Drama|Horror|Mystery|Thriller|War,1
Action|Animation|Children,1
Action|Adventure|Western|IMAX,1
Action|Adventure|War|Western,1
Action|Adventure|Sci-Fi|War|IMAX,1
Drama|Horror|Sci-Fi|War,1
Action|Adventure|Sci-Fi|War,1
Drama|Horror|Thriller|War,1
Action|Adventure|Romance|Western,1
Action|Adventure|Mystery|Sci-Fi,1
Action|Adventure|Mystery|Romance|Thriller,1
Drama|Musical|Mystery,1
Action|Adventure|Mystery|Romance,1
Drama|Musical|Romance|IMAX,1
Drama|Musical|Romance|Sci-Fi,1
Mystery|Western,1
Action|Adventure|Animation|Horror,1
Drama|Musical|War,1
Action|Adventure|Horror|Sci-Fi|Thriller|War,1
Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,1
Drama|Mystery|Romance|Sci-Fi|Thriller,1
Action|Adventure|Fantasy|War,1
Drama|Mystery|Romance|War,1
Action|Adventure|Fantasy|Sci-Fi|Thriller,1
Action|Adventure|Fantasy|Sci-Fi|IMAX,1
Action|Adventure|Fantasy|Romance|Sci-Fi,1
Drama|Mystery|Thriller|War,1
Action|Adventure|Fantasy|Romance|IMAX,1
Action|Adventure|Animation|Fantasy|IMAX,1
Action|Adventure|Fantasy|Mystery|Sci-Fi,1
Action|Adventure|Fantasy|Musical|Romance,1
Action|Adventure|Fantasy|Musical,1
Action|Adventure|Fantasy|Horror|Romance,1
Action|Adventure|Drama|War|Western,1
Action|Adventure|Drama|Romance|Thriller|Western,1
Action|Adventure|Animation|Comedy|Drama|Fantasy|Romance,1
Action|Adventure|Drama|IMAX,1
Action|Adventure|Drama|Horror|Thriller,1
Action|Adventure|Animation|Fantasy|Horror,1
Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller,1
Drama|Sci-Fi|Thriller|IMAX,1
Action|Adventure|Drama|Fantasy|Mystery,1
Drama|Sci-Fi|Western,1
Action|Adventure|Drama|Fantasy|IMAX,1
Action|Adventure|Drama|Fantasy|Horror|Romance|Sci-Fi,1
Adventure|Crime|Drama|Western,1
Drama|Thriller|Western,1
Adventure|Crime|Horror|Thriller,1
Adventure|Crime|Mystery|Romance,1
Adventure|Crime|Drama|Romance|War,1
Adventure|Crime|Drama|Romance,1
Adventure|Crime|Drama|Horror|Thriller,1
Adventure|Documentary|Drama|Mystery|Thriller,1
Adventure|Documentary|Drama|Thriller,1
Adventure|Documentary|Drama|War,1
Action|Adventure|Crime|Western,1
Adventure|Documentary|Western,1
Adventure|Crime|Drama|Horror|Mystery,1
Adventure|Crime|Drama|Fantasy|Mystery|Thriller,1
Adventure|Drama|Fantasy|Film-Noir,1
Adventure|Drama|Fantasy|Horror|Sci-Fi,1
Adventure|Drama|Fantasy|IMAX,1
Adventure|Drama|Fantasy|Musical,1
Adventure|Drama|Fantasy|Musical|Romance,1
Adventure|Drama|Fantasy|Mystery|Sci-Fi,1
Action|Adventure|Animation|Drama|Sci-Fi,1
Adventure|Drama|Fantasy|Romance|IMAX,1
Adventure|Drama|Film-Noir|Thriller,1
Adventure|Crime|Documentary|Drama,1
Action|Adventure|Crime|War,1
Action|Adventure|Crime|Romance|Western,1
Adventure|Drama|Horror|Sci-Fi|Thriller,1
Action|Adventure|Crime|Mystery|Romance,1
Adventure|Crime,1
Fantasy|Horror|Musical,1
Adventure|Drama|Mystery|Thriller,1
Adventure|Comedy|Sci-Fi|Thriller|War,1
Adventure|Drama|Romance|Sci-Fi,1
Adventure|Drama|Romance|Sci-Fi|Thriller,1
Action|Adventure|Crime|Mystery,1
Adventure|Drama|Romance|Thriller|War,1
Adventure|Comedy|Sci-Fi|Thriller,1
Adventure|Comedy|Mystery|Western,1
Adventure|Comedy|Mystery|Romance,1
Adventure|Drama|Sci-Fi|Thriller,1
Action|Adventure|Animation|Comedy,1
Adventure|Drama|Thriller|IMAX,1
Adventure|Drama|Thriller|War,1
Adventure|Comedy|Mystery,1
Fantasy|Horror|Mystery|Romance,1
Adventure|Comedy|Musical|Sci-Fi,1
Adventure|Comedy|Musical|Romance|Western,1
Adventure|Fantasy|Film-Noir|Mystery|Sci-Fi,1
Adventure|Comedy|Musical|Romance|Sci-Fi,1
Adventure|Fantasy|Horror|Romance|Sci-Fi|Thriller,1
Adventure|Comedy|Horror|Romance,1
Adventure|Fantasy|Musical,1
Action|Adventure|Crime|IMAX,1
Adventure|Fantasy|Mystery,1
Adventure|Fantasy|Mystery|Romance|IMAX,1
Adventure|Fantasy|Mystery|Thriller,1
Adventure|Comedy|Fantasy|Romance|IMAX,1
Fantasy|Horror|Mystery|War,1
Adventure|Fantasy|Romance|Sci-Fi|Thriller,1
Adventure|Comedy|Fantasy|Musical|Romance,1
Action|Adventure|Animation|Drama,1
Adventure|Fantasy|Thriller|IMAX,1
Adventure|Film-Noir|Sci-Fi|Thriller,1
Adventure|Comedy|Fantasy|Musical,1
Adventure|Horror|Mystery,1
Action|Adventure|Crime|Horror|Thriller,1
Adventure|Horror|Romance|Sci-Fi,1
Adventure|Comedy|Drama|Fantasy|Romance,1
Adventure|Horror|Sci-Fi|Thriller,1
Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,1
Adventure|Comedy|Documentary|Mystery,1
Action|Adventure|Crime|Fantasy,1
Adventure|Musical|Romance|Sci-Fi,1
Adventure|Comedy|Documentary|Fantasy,1
Adventure|Mystery|Romance|Thriller,1
Adventure|Mystery|Sci-Fi,1
Adventure|Mystery|Thriller,1
Adventure|Mystery|Western,1
Adventure|Comedy|Crime|Mystery|Thriller,1
Adventure|Romance|IMAX,1
Adventure|Comedy|Crime|Mystery,1
Adventure|Romance|Sci-Fi|IMAX,1
Action|Adventure|Crime|Drama|Thriller|War,1
Adventure|Comedy|Crime|Drama|Romance,1
Adventure|Romance|War|Western,1
Adventure|Comedy|Crime|Drama|Fantasy|Mystery|Sci-Fi|Thriller,1
Adventure|Children|War,1
Adventure|Children|Mystery,1
Adventure|Children|Fantasy|Western,1
Adventure|Thriller|War,1
Adventure|Thriller|Western,1
Adventure|Children|Fantasy|Sci-Fi|Thriller,1
Adventure|Children|Drama|Western,1
Adventure|Children|Drama|Sci-Fi,1
Adventure|Children|Drama|Romance,1
Adventure|Children|Drama|Fantasy|Mystery,1
Adventure|Children|Documentary|Drama,1
Fantasy|IMAX,1
Action|Adventure|Crime|Drama|Sci-Fi|Thriller|War,1
Fantasy|Musical|Mystery,1
Animation|Children|Comedy|Drama|Fantasy|Musical,1
Adventure|Children|Comedy|Musical|Sci-Fi,1
Action|Adventure|Crime|Drama|Sci-Fi,1
Animation|Children|Comedy|Fantasy|Musical|Romance,1
